Transaction_ID,Customer_ID,Date,Product_Category,Purchase_Amount,Customer_Age,Payment_Method
TXN_1007,CUST_120,2026-03-07 08:00:00,Home & Kitchen,163.53762818722777,26.0,PayPal
TXN_1077,CUST_103,2026-02-11 20:00:00,beauty,72.18658533961144,45.0,PayPal
TXN_1757,CUST_221,2026-01-17 10:00:00,Clothing,45.696633483803296,30.0,Credit Card
TXN_1050,CUST_117,2026-03-14 13:00:00,Books,86.60556944084541,24.0,Credit Card
TXN_1122,CUST_111,2026-01-11 09:00:00,Clothing,83.22745821816025,58.0,Cash
TXN_1567,CUST_111,2026-04-06 07:00:00,Beauty,163.0747965773162,48.0,Credit Card
TXN_1140,CUST_202,,Beauty,92.38682356401628,55.0,Debit Card
TXN_1074,CUST_233,2026-04-27 03:00:00,Books,36.784502414728166,,Debit Card
TXN_1287,CUST_259,2026-05-11 07:00:00,Beauty,87.44918043965002,41.0,Debit Card
TXN_1237,CUST_123,2026-04-16 12:00:00,CLOTHING,166.23828189116458,40.0,Debit Card
TXN_1570,CUST_229,13-01-2026 14:00,Beauty,294.807591602889,43.0,PayPal
TXN_1646,CUST_208,2026-03-01 23:00:00,Beauty,116.80844929986304,68.0,Credit Card
TXN_1826,CUST_150,2026-02-26 09:00:00,Beauty,0.30729494682802283,28.0,Cash
TXN_1055,CUST_108,2026-02-09 16:00:00,Electronics,205.9466403816195,21.0,Debit Card
TXN_1365,CUST_216,2026-03-13 02:00:00,Home & Kitchen,25.093085831211653,21.0,Credit Card
TXN_1651,CUST_241,2026-01-24 11:00:00,Home & Kitchen,72.84380800490253,58.0,Debit Card
TXN_1665,CUST_267,2026-01-31 01:00:00,Beauty,187.507160771339,38.0,Credit Card
TXN_1374,CUST_194,2026-01-19 08:00:00,Home & Kitchen,55.48984567055601,38.0,Debit Card
TXN_1938,CUST_125,2026-04-06 15:00:00,Books,51.87680161765449,24.0,Debit Card
TXN_1699,CUST_272,2026-05-14 06:00:00,Beauty,197.88977995422775,40.0,
TXN_1692,CUST_266,2026-04-26 23:00:00,Books,105.26833474534384,55.0,Cash
TXN_2150,CUST_196,2026-05-05 05:00:00,Beauty,106.52920620217179,150.0,Debit Card
TXN_1902,CUST_107,2026-03-10 21:00:00,Books,80.8891104765047,29.0,Cash
TXN_2006,CUST_105,2026-04-19 14:00:00,Home & Kitchen,90.13052599975325,50.0,
TXN_2031,CUST_154,2026-02-15 19:00:00,Beauty,67.86599022748675,53.0,PayPal
TXN_1061,CUST_210,2026-04-26 02:00:00,Books,181.1088281306738,27.0,Cash
TXN_1454,CUST_104,2026-05-26 01:00:00,Books,253.09862657147787,19.0,PayPal
TXN_1135,CUST_274,21-05-2026 20:00,Books,194.998199400554,57.0,Debit Card
TXN_2108,CUST_177,2026-04-02 08:00:00,Beauty,41.605954017420444,26.0,Debit Card
TXN_1103,,2026-01-05 04:00:00,Clothing,121.13194119726066,24.0,
TXN_1844,CUST_149,2026-02-01 01:00:00,Home & Kitchen,98.20719867170503,41.0,PayPal
TXN_1325,CUST_147,2026-01-25 19:00:00,Clothing,88.00974090653028,49.0,Debit Card
TXN_1951,CUST_107,2026-02-18 08:00:00,Books,-38.07706399132957,31.0,Credit Card
TXN_1943,CUST_206,2026-03-20 21:00:00,Clothing,209.48399554042606,52.0,
TXN_1319,CUST_268,2026-01-21 12:00:00,Home & Kitchen,95.55115086769572,45.0,Debit Card
TXN_1847,CUST_153,2026-01-17 03:00:00,Electronics,135.07806088144824,23.0,Debit Card
TXN_1175,CUST_129,2026-01-20 09:00:00,clothing,130.28939603239732,45.0,Debit Card
TXN_1352,CUST_291,2026-01-21 02:00:00,Beauty,170.20850380494647,44.0,Debit Card
TXN_1531,CUST_279,2026-01-21 11:00:00,Home & Kitchen,369.03281608350727,31.0,Debit Card
TXN_1439,CUST_157,2026-02-10 16:00:00,Electronics,194.25965530754598,34.0,PayPal
TXN_1683,CUST_144,2026-02-22 09:00:00,Elec,146.0462253429656,28.0,Debit Card
TXN_1274,CUST_198,2026-02-07 09:00:00,Books,161.50969443520978,27.0,Credit Card
TXN_1479,CUST_282,2026-05-07 22:00:00,ELECTRONICS,203.20494559220606,32.0,Cash
TXN_1555,,25-04-2026 18:00,Electronics,-50.0,24.0,Debit Card
TXN_1410,CUST_149,2026-01-21 18:00:00,Books,12.794234310085216,61.0,Credit Card
TXN_1068,CUST_180,2026-02-27 23:00:00,Home & Kitchen,179.39671308740964,68.0,
TXN_1903,CUST_231,2026-04-30 00:00:00,Clothing,247.11522627552662,37.0,Debit Card
TXN_1109,CUST_162,2026-05-16 07:00:00,Beauty,102.27707219330094,63.0,Debit Card
TXN_1841,CUST_217,2026-02-23 20:00:00,Home & Kitchen,51.86702605324854,32.0,Debit Card
TXN_1111,CUST_180,2026-02-18 03:00:00,Home & Kitchen,265.64351263534525,32.0,Credit Card
TXN_1246,CUST_286,2026-05-23 15:00:00,clothing,152.77088949471948,65.0,Credit Card
TXN_1867,CUST_178,2026-03-06 16:00:00,Beauty,215.46488047417006,41.0,Cash
TXN_1201,CUST_195,2026-02-26 21:00:00,Books,253.22815340988248,34.0,Cash
TXN_2044,CUST_217,2026-04-28 14:00:00,Books,130.84507331317673,55.0,Cash
TXN_1501,CUST_291,2026-04-26 23:00:00,Electronics,209.53959340512768,27.0,Cash
TXN_1849,CUST_156,2026-04-21 20:00:00,Clothing,99.17527669828499,31.0,Cash
TXN_1643,CUST_243,2026-05-21 18:00:00,Home & Kitchen,126.48660343206589,56.0,Debit Card
TXN_1601,CUST_289,2026-05-04 15:00:00,Books,248.60626451196083,52.0,Debit Card
TXN_1544,CUST_259,2026-04-28 18:00:00,Beauty,247.86574461128265,33.0,Debit Card
TXN_1586,CUST_256,2026-05-16 04:00:00,Beauty,9999.99,35.0,Debit Card
TXN_1065,CUST_107,2026-05-10 20:00:00,Electronics,195.6169227689187,36.0,Debit Card
TXN_1042,CUST_154,2026-05-10 22:00:00,Beauty,172.6210540920299,31.0,PayPal
TXN_1576,CUST_253,2026-03-05 20:00:00,Home & Kitchen,106.36913876894432,46.0,Cash
TXN_1518,CUST_296,2026-02-28 14:00:00,Clothing,165.1873886880098,40.0,Cash
TXN_1807,CUST_228,2026-05-23 17:00:00,Clothing,175.9135748064631,18.0,Debit Card
TXN_1016,CUST_230,2026-03-23 12:00:00,Clothing,52.38768332590729,37.0,Credit Card
TXN_1661,CUST_244,2026-05-26 13:00:00,Beauty,118.85837176404893,65.0,Credit Card
TXN_1449,CUST_200,2026-04-19 11:00:00,Home & Kitchen,136.9117253976527,33.0,PayPal
TXN_1471,CUST_257,2026-05-11 15:00:00,Clothing,218.39922947509464,64.0,Credit Card
TXN_1636,CUST_198,2026-05-14 04:00:00,clothing,139.86601140127058,65.0,PayPal
TXN_1864,CUST_197,2026-03-04 16:00:00,Electronics,76.89913301231235,66.0,Debit Card
TXN_2060,CUST_217,,Beauty,209.49058673233694,62.0,Credit Card
TXN_1126,CUST_250,2026-05-04 17:00:00,Home & Kitchen,163.66293708258843,56.0,
TXN_1174,CUST_183,2026-04-21 03:00:00,Clothing,185.1184688158193,44.0,Credit Card
TXN_1719,CUST_216,2026-01-17 11:00:00,Books,-36.40390162546262,66.0,PayPal
TXN_1925,CUST_248,2026-01-02 23:00:00,Books,132.93588213638023,37.0,Cash
TXN_1432,CUST_150,2026-03-31 06:00:00,Electronics,173.67289986215002,,
TXN_1212,CUST_200,2026-02-19 02:00:00,Books,188.9149220506244,32.0,PayPal
TXN_1860,CUST_265,,Beauty,78.57940422222242,26.0,PayPal
TXN_1969,CUST_102,2026-02-12 15:00:00,Clothing,70.96133829834484,21.0,Debit Card
TXN_1048,CUST_172,2026-03-24 08:00:00,Clothing,105.76656993564815,54.0,Cash
TXN_2046,CUST_193,2026-03-13 10:00:00,Home & Kitchen,171.0084649784967,53.0,PayPal
TXN_1482,CUST_161,2026-04-09 12:00:00,Home & Kitchen,89.14618952177214,31.0,PayPal
TXN_2189,CUST_222,2026-04-03 13:00:00,beauty,55.53602760926363,50.0,PayPal
TXN_1151,CUST_195,2026-04-18 14:00:00,Clothing,-107.00051531179031,19.0,PayPal
TXN_1914,CUST_277,2026-05-28 23:00:00,Books,73.08678808889812,33.0,PayPal
TXN_1327,CUST_227,2026-01-09 19:00:00,Electronics,141.14146173165094,,Credit Card
TXN_1241,CUST_297,2026-03-23 10:00:00,Clothing,81.27052043321459,47.0,Debit Card
TXN_1331,CUST_244,2026-04-18 11:00:00,Home & Kitchen,-35.94974042579386,52.0,Cash
TXN_1570,CUST_229,13-01-2026 14:00,Beauty,294.807591602889,43.0,PayPal
TXN_2084,CUST_237,2026-02-26 16:00:00,Clothing,42.178838659199926,44.0,PayPal
TXN_1846,CUST_292,2026-05-19 09:00:00,Home & Kitchen,55.59238551755929,47.0,Cash
TXN_1107,CUST_228,2026-02-07 14:00:00,Beauty,73.24357665196494,29.0,PayPal
TXN_1533,CUST_246,2026-03-09 18:00:00,Home & Kitchen,52.154752157559315,56.0,Cash
TXN_2073,CUST_225,2026-04-28 08:00:00,Books,196.19695764289355,53.0,Cash
TXN_1823,CUST_177,2026-03-03 08:00:00,Electronics,192.8334799748456,47.0,Debit Card
TXN_1138,CUST_104,2026-05-15 22:00:00,home & kitchen,32.62867252570135,,PayPal
TXN_1298,CUST_251,2026-02-24 08:00:00,Clothing,,28.0,PayPal
TXN_1062,CUST_287,2026-01-07 21:00:00,Home & Kitchen,115.75145586424715,38.0,Debit Card
TXN_1564,CUST_143,2026-03-13 19:00:00,Electronics,21.109136317563014,41.0,PayPal
TXN_1818,CUST_152,2026-01-04 02:00:00,Electronics,249.50301117286944,25.0,Credit Card
TXN_1964,CUST_113,2026-02-12 08:00:00,home & kitchen,65.1160194371856,64.0,Cash
TXN_1231,CUST_167,2026-02-05 20:00:00,Electronics,221.80561303428556,53.0,Cash
TXN_1563,CUST_142,2026-02-17 08:00:00,Electronics,121.16071994101233,47.0,
TXN_2116,CUST_139,2026-02-23 15:00:00,Beauty,251.48332072964234,57.0,Credit Card
TXN_1509,CUST_243,2026-02-20 17:00:00,Clothing,10.093214008107196,40.0,Cash
TXN_1098,CUST_140,2026-02-27 13:00:00,Electronics,183.3487448310454,34.0,Cash
TXN_1063,CUST_298,2026-01-14 06:00:00,Beauty,75.92145571694005,33.0,Credit Card
TXN_1635,CUST_168,2026-02-19 07:00:00,Beauty,160.13480361350304,68.0,Debit Card
TXN_1965,CUST_286,2026-02-08 16:00:00,Home & Kitchen,70.62302026816307,52.0,Cash
TXN_1934,CUST_177,2026-05-30 02:00:00,Books,24.978780806597854,57.0,Debit Card
TXN_2009,CUST_163,2026-03-10 00:00:00,Clothing,250.93919694645118,68.0,PayPal
TXN_1399,CUST_229,2026-04-11 02:00:00,Home & Kitchen,,45.0,Cash
TXN_2113,CUST_175,2026-03-03 09:00:00,Clothing,121.25457891772994,26.0,Credit Card
TXN_1459,CUST_215,2026-03-25 16:00:00,BOOKS,79.90127137678299,54.0,Debit Card
TXN_2195,CUST_258,2026-04-28 19:00:00,Clothing,46.20696121248373,45.0,PayPal
TXN_1885,CUST_116,30-03-2026 19:00,Home & Kitchen,150.03646861018024,32.0,PayPal
TXN_1610,,2026-03-06 16:00:00,Electronics,123.30299644699515,66.0,Debit Card
TXN_1924,CUST_121,2026-03-30 02:00:00,Books,,18.0,Cash
TXN_1497,CUST_216,2026-05-06 10:00:00,Beauty,144.7237954426123,44.0,Debit Card
TXN_1669,CUST_126,2026-04-10 12:00:00,Electronics,124.01821593325444,68.0,Cash
TXN_1968,CUST_106,2026-04-20 04:00:00,Electronics,175.03463776411425,46.0,Credit Card
TXN_1809,CUST_154,2026-05-16 08:00:00,Books,182.6686968419225,65.0,Debit Card
TXN_1670,CUST_221,2026-03-28 12:00:00,Electronics,158.3606038401287,67.0,
TXN_2119,CUST_159,2026-05-10 11:00:00,Clothing,62.08282156257701,57.0,Debit Card
TXN_1720,CUST_233,16-04-2026 09:00,Home & Kitchen,90.48484487748303,67.0,Credit Card
TXN_1780,CUST_296,28-05-2026 20:00,electronics,72.01423813441205,62.0,PayPal
TXN_1225,CUST_229,08-02-2026 17:00,Books,139.4473382128559,51.0,Cash
TXN_1346,CUST_126,2026-03-07 02:00:00,Beauty,172.75609928908892,49.0,Debit Card
TXN_1106,CUST_187,2026-03-05 09:00:00,Clothing,184.71354155141756,43.0,Debit Card
TXN_1798,,2026-05-19 23:00:00,home & kitchen,215.28686838187815,58.0,Credit Card
TXN_1836,CUST_171,2026-05-06 15:00:00,Beauty,188.63190602330744,45.0,Cash
TXN_1009,CUST_221,2026-03-16 02:00:00,Books,161.12500419398208,62.0,PayPal
TXN_1180,CUST_289,07-02-2026 13:00,Clothing,8.581162226640288,,Cash
TXN_1631,CUST_182,2026-04-03 17:00:00,Electronics,30.259911771528962,57.0,Credit Card
TXN_1420,CUST_164,25-05-2026 11:00,Clothing,58.258243408569996,52.0,Debit Card
TXN_1306,CUST_183,2026-04-17 07:00:00,Beauty,171.64701697393548,24.0,Cash
TXN_1408,CUST_125,2026-01-26 19:00:00,Books,71.35950856501411,55.0,
TXN_2096,CUST_108,2026-04-06 10:00:00,Electronics,70.03916359291381,56.0,PayPal
TXN_1605,CUST_282,2026-02-08 02:00:00,Beauty,102.42644381192319,35.0,PayPal
TXN_1901,CUST_243,2026-02-26 13:00:00,Beauty,95.70991416815993,23.0,PayPal
TXN_1740,CUST_258,,Beauty,212.78719731106753,24.0,Debit Card
TXN_1171,CUST_127,2026-03-16 15:00:00,Beauty,22.374344804481936,29.0,Debit Card
TXN_1725,CUST_272,2026-03-06 16:00:00,Home & Kitchen,116.69658503941737,69.0,PayPal
TXN_1204,CUST_161,2026-01-04 19:00:00,Clothing,172.18449212881842,25.0,Credit Card
TXN_1390,CUST_123,05-05-2026 13:00,BEAUTY,189.65973156707224,44.0,Debit Card
TXN_1640,CUST_222,,Beauty,37.60221801784513,34.0,PayPal
TXN_1801,,2026-05-27 12:00:00,Electronics,76.16757566344519,43.0,
TXN_1446,CUST_114,2026-02-14 00:00:00,Electronics,186.16923428526144,32.0,Credit Card
TXN_1417,CUST_135,2026-04-15 00:00:00,Electronics,158.02924885536083,60.0,PayPal
TXN_1933,CUST_276,2026-02-22 01:00:00,Beauty,144.91926870382318,43.0,Credit Card
TXN_1971,CUST_250,2026-03-02 17:00:00,Electronics,214.71899545575116,68.0,Debit Card
TXN_1773,CUST_256,2026-04-11 02:00:00,Clothing,187.02644281835848,60.0,PayPal
TXN_1412,CUST_251,2026-05-12 22:00:00,Beauty,65.4895811944341,20.0,Debit Card
TXN_1768,CUST_291,2026-03-15 03:00:00,Clothing,144.6265898011108,19.0,PayPal
TXN_1008,CUST_202,2026-03-26 01:00:00,Electronics,187.66422980503427,37.0,PayPal
TXN_1857,,2026-01-01 14:00:00,Books,136.82424321775963,61.0,Debit Card
TXN_2152,CUST_162,2026-05-20 10:00:00,Home & Kitchen,151.22929555163006,30.0,PayPal
TXN_1769,CUST_254,2026-04-11 09:00:00,Books,285.4580833204659,47.0,Cash
TXN_1366,CUST_105,2026-05-27 13:00:00,Home & Kitchen,167.0284710510188,34.0,Debit Card
TXN_1334,CUST_275,2026-01-21 23:00:00,Electronics,160.56162177082854,59.0,Debit Card
TXN_2163,CUST_297,2026-04-09 02:00:00,clothing,149.34512346283537,44.0,Cash
TXN_1240,,17-04-2026 19:00,Home & Kitchen,232.55477967134004,43.0,Cash
TXN_2155,CUST_244,05-04-2026 14:00,Home & Kitchen,-22.351914440577644,59.0,Credit Card
TXN_2106,CUST_287,2026-04-09 04:00:00,Beauty,92.47488346366188,58.0,PayPal
TXN_1216,CUST_286,2026-02-20 20:00:00,Beauty,237.68277526536832,30.0,Credit Card
TXN_2184,CUST_295,2026-05-30 18:00:00,Books,105.91100528321098,66.0,Credit Card
TXN_1866,CUST_129,2026-04-19 22:00:00,Clothing,9999.99,60.0,Credit Card
TXN_2024,CUST_193,2026-02-08 21:00:00,Electronics,87.11800507974615,37.0,Credit Card
TXN_1023,CUST_229,2026-01-20 17:00:00,Beauty,120.10605509875258,31.0,Debit Card
TXN_1551,CUST_132,2026-01-05 16:00:00,clothing,283.3742328427785,31.0,Debit Card
TXN_1727,CUST_146,2026-02-26 14:00:00,Clothing,72.69721689584844,54.0,Credit Card
TXN_1774,CUST_240,2026-04-18 12:00:00,Clothing,9999.99,34.0,Cash
TXN_1123,CUST_261,2026-01-15 16:00:00,Electronics,33.612604177481046,23.0,Credit Card
TXN_1483,CUST_122,2026-04-29 08:00:00,ELECTRONICS,154.76021168730446,23.0,Cash
TXN_1142,CUST_236,2026-01-02 20:00:00,Clothing,174.90828440116263,39.0,Cash
TXN_1792,CUST_164,2026-02-28 10:00:00,Elec,-10.160393669339896,45.0,Credit Card
TXN_1528,CUST_168,2026-02-20 16:00:00,Beauty,67.41019568042205,47.0,Cash
TXN_1660,CUST_285,09-04-2026 14:00,Beauty,98.10165982665914,69.0,PayPal
TXN_1108,CUST_235,2026-04-22 16:00:00,Clothing,60.0513848461778,24.0,Debit Card
TXN_1439,CUST_157,2026-02-10 16:00:00,Electronics,194.25965530754598,34.0,PayPal
TXN_1840,CUST_281,22-01-2026 20:00,Home & Kitchen,109.6772707896173,24.0,PayPal
TXN_1935,CUST_144,2026-05-14 14:00:00,Beauty,88.21413979589104,,Credit Card
TXN_1493,CUST_225,2026-02-25 00:00:00,Home & Kitchen,160.24722948989975,69.0,Credit Card
TXN_1974,CUST_137,2026-03-23 15:00:00,Books,71.84444464518583,34.0,Debit Card
TXN_1228,CUST_259,2026-03-11 08:00:00,Beauty,104.73022243574562,,Debit Card
TXN_1944,CUST_162,2026-02-17 20:00:00,Beauty,77.87746503231656,57.0,Cash
TXN_1281,CUST_101,2026-05-23 23:00:00,Electronics,33.10989606548722,35.0,PayPal
TXN_1318,CUST_288,2026-04-29 20:00:00,Beauty,340.41741949759216,56.0,
TXN_1463,CUST_154,2026-02-20 10:00:00,Beauty,108.53928677086459,39.0,Debit Card
TXN_1413,CUST_112,2026-04-02 03:00:00,Electronics,197.42608192201632,63.0,Cash
TXN_1941,CUST_155,2026-03-06 18:00:00,Clothing,212.02139167186368,36.0,Cash
TXN_1987,CUST_244,2026-03-26 01:00:00,Books,31.351003339290457,38.0,PayPal
TXN_1389,CUST_273,2026-01-02 08:00:00,Beauty,307.49232422500995,29.0,Cash
TXN_1335,CUST_286,2026-02-03 08:00:00,Electronics,115.40837079407711,64.0,
TXN_2033,CUST_230,2026-02-14 16:00:00,beauty,247.95767520910317,62.0,Credit Card
TXN_1187,CUST_102,2026-05-12 23:00:00,Beauty,169.87257106239326,53.0,PayPal
TXN_1191,CUST_254,2026-02-18 13:00:00,Beauty,44.71818394668968,68.0,Debit Card
TXN_1537,CUST_168,2026-04-08 10:00:00,Clothing,93.59278466388503,49.0,Debit Card
TXN_1265,CUST_181,2026-03-15 20:00:00,Books,116.00958766975059,43.0,PayPal
TXN_1362,CUST_271,2026-04-30 13:00:00,Beauty,193.88068928378948,65.0,PayPal
TXN_2054,CUST_278,2026-04-03 15:00:00,Beauty,60.32462988195189,56.0,PayPal
TXN_1416,,2026-04-01 22:00:00,Books,51.80905871407171,25.0,PayPal
TXN_1435,CUST_162,17-04-2026 21:00,Beauty,38.57885527384376,62.0,Cash
TXN_1186,CUST_215,2026-03-21 22:00:00,Beauty,123.64511049135186,30.0,
TXN_2197,CUST_208,2026-03-31 12:00:00,Books,1.7162450400960836,43.0,Debit Card
TXN_1376,CUST_287,2026-03-12 13:00:00,clothing,174.8471797038733,47.0,Credit Card
TXN_1486,CUST_239,2026-03-20 08:00:00,Home & Kitchen,183.19357777446817,35.0,PayPal
TXN_1888,CUST_133,2026-01-22 18:00:00,Home & Kitchen,76.83270234102947,35.0,Cash
TXN_2091,CUST_164,2026-03-05 07:00:00,Electronics,203.90913135002899,35.0,PayPal
TXN_1423,CUST_241,2026-04-03 12:00:00,Books,170.87742005693903,68.0,Credit Card
TXN_1787,CUST_208,2026-03-09 00:00:00,Beauty,1.3612454414065525,54.0,Cash
TXN_2062,CUST_118,2026-04-13 20:00:00,Electronics,105.65991797144706,,Cash
TXN_2193,CUST_137,2026-04-29 10:00:00,Electronics,66.27902344155635,61.0,Cash
TXN_1299,CUST_215,2026-02-16 14:00:00,Books,139.96385516784616,27.0,Credit Card
TXN_1961,CUST_229,2026-04-03 08:00:00,Books,118.39209985842787,61.0,Cash
TXN_1104,CUST_170,2026-04-04 21:00:00,Home & Kitchen,72.28708736248963,26.0,
TXN_1690,CUST_207,12-04-2026 16:00,clothing,130.98819835256288,40.0,PayPal
TXN_2038,CUST_105,2026-05-06 10:00:00,Beauty,81.31062883556507,150.0,Credit Card
TXN_1161,CUST_286,2026-01-10 20:00:00,Home & Kitchen,61.36248807009928,68.0,Cash
TXN_1619,CUST_118,2026-01-14 17:00:00,Home & Kitchen,305.97386446822543,68.0,PayPal
TXN_1698,CUST_294,2026-01-27 21:00:00,Electronics,183.5680306356169,30.0,Cash
TXN_1833,CUST_133,2026-02-27 17:00:00,Clothing,142.30398499083685,52.0,Cash
TXN_1491,CUST_133,2026-02-03 23:00:00,home & kitchen,204.80717919269324,57.0,Credit Card
TXN_1899,CUST_194,2026-05-25 05:00:00,Clothing,0.2042665115401121,67.0,Credit Card
TXN_1778,CUST_181,2026-05-09 06:00:00,home & kitchen,197.76455725917776,33.0,Credit Card
TXN_1668,CUST_277,2026-02-23 23:00:00,Home & Kitchen,-6.577853339718217,40.0,Debit Card
TXN_1878,CUST_232,2026-03-24 20:00:00,Home & Kitchen,93.6408559825611,66.0,Cash
TXN_2168,CUST_299,2026-01-20 15:00:00,Electronics,57.39211220651288,57.0,
TXN_1686,CUST_169,2026-01-02 21:00:00,home & kitchen,161.44813616239804,64.0,Credit Card
TXN_1205,CUST_285,2026-02-16 14:00:00,Beauty,-10.506808833365852,36.0,Credit Card
TXN_1680,CUST_185,,Beauty,110.05713782700509,,PayPal
TXN_1403,CUST_236,2026-02-14 22:00:00,Books,78.22947439840061,50.0,PayPal
TXN_1130,CUST_271,2026-05-29 02:00:00,Books,97.79645949475588,,Credit Card
TXN_1794,CUST_276,2026-05-13 00:00:00,Books,220.20325848233847,59.0,Cash
TXN_1445,,2026-03-18 13:00:00,Home & Kitchen,226.022087234963,44.0,Debit Card
TXN_1587,CUST_219,2026-05-08 08:00:00,Books,98.2948017545362,150.0,Cash
TXN_1639,CUST_279,2026-04-17 18:00:00,Home & Kitchen,136.13223241034038,61.0,Cash
TXN_1585,CUST_174,06-02-2026 12:00,BOOKS,148.09323741016672,,Credit Card
TXN_1630,,18-02-2026 14:00,Beauty,191.13230598302448,,Cash
TXN_1341,CUST_208,2026-04-18 10:00:00,Electronics,172.18642705413438,41.0,Debit Card
TXN_1552,CUST_260,2026-01-20 08:00:00,Home & Kitchen,132.42599993595212,55.0,PayPal
TXN_1455,CUST_202,2026-03-09 00:00:00,Clothing,144.41945012250824,52.0,Credit Card
TXN_1803,CUST_260,2026-03-12 07:00:00,Electronics,177.93092474515979,69.0,PayPal
TXN_1155,CUST_270,2026-03-13 00:00:00,Books,258.0981236508506,51.0,Cash
TXN_1517,CUST_289,2026-04-23 12:00:00,CLOTHING,108.22357770515222,69.0,Cash
TXN_1722,CUST_143,2026-01-11 12:00:00,Clothing,46.56191163114113,,Debit Card
TXN_2059,CUST_253,2026-03-12 12:00:00,Home & Kitchen,71.06930106443528,,Credit Card
TXN_1308,CUST_198,2026-01-08 04:00:00,Beauty,-65.62524785843385,51.0,PayPal
TXN_1659,CUST_173,2026-01-28 08:00:00,Home & Kitchen,65.30925741708899,25.0,Cash
TXN_1848,CUST_232,2026-02-17 19:00:00,Beauty,67.46485234980695,19.0,Debit Card
TXN_1786,CUST_129,2026-04-01 17:00:00,Beauty,82.65929504388475,61.0,PayPal
TXN_1154,,2026-04-16 15:00:00,ELECTRONICS,83.70908899266539,57.0,
TXN_1094,CUST_123,2026-03-28 10:00:00,Books,34.38467496845347,69.0,Cash
TXN_1593,CUST_251,2026-04-12 10:00:00,Clothing,86.08879661421179,25.0,Cash
TXN_2071,CUST_137,2026-03-21 08:00:00,Clothing,91.70513923463952,43.0,PayPal
TXN_1148,CUST_162,2026-01-03 21:00:00,Beauty,9999.99,28.0,Credit Card
TXN_2055,CUST_272,2026-02-17 16:00:00,Clothing,67.07668459877665,67.0,Debit Card
TXN_1762,CUST_285,2026-04-06 03:00:00,Books,168.01703725954224,50.0,Cash
TXN_1448,CUST_287,2026-03-17 07:00:00,Home & Kitchen,18.246479910982174,150.0,Credit Card
TXN_1715,CUST_252,2026-05-13 23:00:00,Home & Kitchen,84.29435878125241,39.0,Cash
TXN_1522,CUST_138,2026-03-10 04:00:00,Clothing,135.4077534985044,51.0,Credit Card
TXN_2140,CUST_245,11-03-2026 20:00,Home & Kitchen,18.32386231261738,68.0,Debit Card
TXN_1767,CUST_140,2026-02-13 08:00:00,Home & Kitchen,-50.0,26.0,Credit Card
TXN_1835,CUST_194,2026-01-25 15:00:00,Beauty,,,PayPal
TXN_2131,CUST_182,2026-05-15 21:00:00,Clothing,97.86625826246836,43.0,PayPal
TXN_2028,CUST_193,2026-02-26 21:00:00,Home & Kitchen,154.468993521203,69.0,Debit Card
TXN_1213,CUST_212,2026-04-17 16:00:00,Books,140.1053318590482,67.0,Debit Card
TXN_2090,CUST_183,2026-01-03 21:00:00,Home & Kitchen,126.04610981360302,,Debit Card
TXN_1202,,2026-02-14 00:00:00,Home & Kitchen,51.50641274706,33.0,Credit Card
TXN_2183,CUST_132,2026-02-28 08:00:00,Beauty,195.09120181431558,43.0,Credit Card
TXN_1113,CUST_262,2026-03-19 08:00:00,Clothing,186.5293428944323,38.0,Cash
TXN_1963,CUST_253,2026-04-02 16:00:00,Clothing,-21.917569288970356,60.0,Debit Card
TXN_1937,CUST_172,2026-03-14 00:00:00,Books,127.28748850047306,21.0,Debit Card
TXN_1027,CUST_260,2026-04-05 13:00:00,Books,,21.0,Debit Card
TXN_2174,CUST_132,2026-01-12 17:00:00,Home,182.9124969596653,40.0,Credit Card
TXN_1506,CUST_294,2026-03-16 12:00:00,Electronics,9999.99,34.0,Debit Card
TXN_2138,CUST_141,2026-01-01 04:00:00,Beauty,153.50079681019972,36.0,Debit Card
TXN_1755,CUST_216,2026-04-18 18:00:00,Beauty,121.07602916954345,54.0,Debit Card
TXN_2035,CUST_139,14-05-2026 11:00,Books,162.65658543194502,45.0,Credit Card
TXN_1876,CUST_150,2026-02-28 18:00:00,Books,-16.15217840146684,31.0,Cash
TXN_1997,CUST_133,2026-02-23 23:00:00,Books,60.15231483026823,69.0,Debit Card
TXN_2068,CUST_189,2026-03-14 23:00:00,Clothing,9999.99,31.0,Credit Card
TXN_1370,CUST_123,2026-04-12 22:00:00,Electronics,82.52031093117475,28.0,
TXN_1433,CUST_252,2026-03-26 20:00:00,Electronics,168.30324162223152,53.0,PayPal
TXN_2105,CUST_161,2026-02-27 19:00:00,Books,,55.0,PayPal
TXN_1694,CUST_189,2026-05-02 05:00:00,clothing,141.84085739955086,,Debit Card
TXN_1167,CUST_161,2026-03-31 21:00:00,Electronics,9999.99,56.0,Credit Card
TXN_1745,CUST_102,2026-03-11 08:00:00,Beauty,,61.0,Credit Card
TXN_1523,CUST_199,2026-02-18 12:00:00,Beauty,311.3687708219194,50.0,Credit Card
TXN_1388,CUST_203,2026-03-09 07:00:00,Home & Kitchen,214.5254173135317,40.0,Cash
TXN_1227,CUST_271,2026-02-26 03:00:00,Clothing,162.1518338932635,18.0,Credit Card
TXN_1461,CUST_146,2026-05-23 08:00:00,BEAUTY,139.08439630189912,31.0,Debit Card
TXN_1310,CUST_192,2026-04-17 04:00:00,BOOKS,118.06137329042463,51.0,PayPal
